id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
857,Saving Private Ryan,en,"War, Drama, History","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",14.3291,16717,8.221,1998-07-24
98,Gladiator,en,"Action, Drama, Adventure","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",23.2573,20308,8.221,2000-05-04
92060,Michael Jackson's Thriller,en,"Horror, Thriller, Music","A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",5.4331,729,8.218,1983-11-14
995133,"The Boy, the Mole, the Fox and the Horse",en,"Animation, Family, Adventure, Fantasy","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",2.4983,674,8.217,2022-12-25
265177,Mommy,fr,Drama,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",4.6317,2798,8.217,2014-09-19
110420,おおかみこどもの雨と雪,ja,"Animation, Family, Drama, Fantasy","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",6.5841,2402,8.2,2012-07-21
37257,Witness for the Prosecution,en,"Drama, Mystery, Crime",An ailing barrister agrees to defend a man in a sensational murder trial where the unconvincing testimony of the defendant's wife becomes a subject of confusion.,3.5226,1584,8.215,1957-12-17
16869,Inglourious Basterds,en,"Drama, Thriller, War","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",13.9884,23500,8.215,2009-08-02
618344,Justice League Dark: Apokolips War,en,"Animation, Action, Adventure, Fantasy","Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2.7687,1527,8.211,2020-05-05
635302,劇場版「鬼滅の刃」無限列車編,ja,"Animation, Action, Fantasy","Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",9.5395,4338,8.2,2020-10-16
315162,Puss in Boots: The Last Wish,en,"Animation, Adventure, Fantasy, Comedy, Family","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",15.1738,8530,8.208,2022-12-07
1124,The Prestige,en,"Drama, Mystery, Science Fiction","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",11.5029,17033,8.206,2006-10-17
694,The Shining,en,"Horror, Thriller","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",26.1852,18414,8.206,1980-05-23
50014,The Help,en,Drama,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",10.2442,8780,8.205,2011-08-09
283566,シン・エヴァンゲリオン劇場版:||,ja,"Animation, Action, Science Fiction, Drama","In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",4.9867,892,8.203,2021-03-08
16672,砂の女,ja,"Drama, Thriller",A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,6.2307,500,8.203,1964-02-15
11,Star Wars,en,"Adventure, Action, Science Fiction",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,20.2139,21737,8.203,1977-05-25
441130,Wolfwalkers,en,"Animation, Family, Adventure, Fantasy","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",4.7035,1315,8.202,2020-10-26
11324,Shutter Island,en,"Drama, Thriller, Mystery","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",19.5321,25155,8.202,2010-02-14
354912,Coco,en,"Family, Animation, Music, Adventure","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",16.1755,20494,8.2,2017-10-27
1160164,TAYLOR SWIFT | THE ERAS TOUR,en,Music,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",3.1256,491,8.197,2023-10-13
284,The Apartment,en,"Comedy, Drama, Romance","Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",5.8529,2523,8.195,1960-06-21
290098,아가씨,ko,"Thriller, Drama, Romance","1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",12.3712,4115,8.193,2016-06-01
324786,Hacksaw Ridge,en,"Drama, History, War","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",12.0422,14473,8.191,2016-10-07
